Name,Company,Distillation,ABV,Location,Score,nRatings,Aged,Distilled,Type,Full Name,Country,Price_unit,Popularity,Popularity_scaled,Quebec
2006 Panama 14-Year,The Nectar Of The Daily Drams,,55.3%,Belgium,8.0,3,14.0,2006,Brown,,,,9.38629436111989,5.7398322356146325,False
Sugarcane,Bluebird,,40.0%,United States,8.0,3,,2024,White,,,,9.38629436111989,5.7398322356146325,False
Gold,Bully Boy,,,United States,6.3,3,,2024,Brown,,,,7.686294361119891,4.617371681585872,False
1999 Guyana Uitvlugt 17-Year,Kill Devil (Hunter Laing),Pot Still,46.0%,United Kingdom,7.7,3,17.0,1999,Brown,,,,9.08629436111989,5.541750961374263,False
Spiced,Corsair,,,United States,3.7,3,,2024,Spiced,,,,5.086294361119891,2.9006673048360025,False
Don Armando Reserva,Bermudez,,40.0%,Dominican Republic,5.7,3,,2024,Brown,,,,7.086294361119891,4.221209133105133,False
2008 El Salvador Single Barrel Selection 12-Year,S.B.S.,,,Denmark,7.3,3,12.0,2008,Brown,,,,8.68629436111989,5.277642595720437,False
2005 Belize 10-Year,Bristol Classic,,,United Kingdom,6.0,3,10.0,2005,Brown,,,,7.386294361119891,4.419290407345502,False
Exotic Spices 2-Year,Elements 8,,,Saint Lucia,6.3,3,2.0,2024,Spiced,,,,7.686294361119891,4.617371681585872,False
1,St. Augustine,,40.0%,United States,5.0,3,,2024,Golden,,,,6.386294361119891,3.7590194932109373,False
2017 Clairin Sajous 2nd Release 4-Year,Velier,Pot Still,56.3%,Multiple,8.7,3,4.0,2017,Brown,,,,10.08629436111989,6.202021875508828,False
2003 Single Cask No251 La Lave 15-Year,Savanna,,66.5%,Reunion,9.7,3,15.0,2003,Brown,,,,11.08629436111989,6.8622927896433925,False
Francisco,Montero,,40.0%,Spain,5.5,3,,2024,Brown,,,,6.886294361119891,4.089154950278219,False
2014 Jamaica Oloroso Cask Finish 6-Year,S.B.S.,,,Denmark,8.3,3,6.0,2014,Brown,,,,9.686294361119892,5.937913509855003,False
Ron Miel Aguere Honey,Vintage 7,,30.0%,Spain,5.3,3,,2024,Flavoured,,,,6.686294361119891,3.957100767451307,False
Ron Miel,Puerto de Indias,,,Spain,4.3,3,,2024,Flavoured,,,,5.686294361119891,3.2968298533167415,False
Distillerâ€™s Drawer #108 New England Lot No 1 2-Year,Privateer,Pot and Column Still,53.9%,United States,8.0,3,2.0,2024,Brown,,,,9.38629436111989,5.7398322356146325,False
2003 Diamond 12-Year,Bristol Classic,,,United Kingdom,7.7,3,12.0,2003,Brown,,,,9.08629436111989,5.541750961374263,False
Xtra Mature Premium,XM,,40.0%,Guyana,6.0,3,,2024,Brown,,,,7.386294361119891,4.419290407345502,False
Golden,Dunedin,,40.0%,United Kingdom,7.0,3,,2024,Golden,,,,8.38629436111989,5.0795613214800674,False
Anejo Especial,Espero,,40.0%,Panama,4.7,3,,2024,Golden,,,,6.086294361119891,3.560938218970568,False
1991 Trinidad 23-Year,Kill Devil (Hunter Laing),,,United Kingdom,7.3,3,23.0,1991,Brown,,,,8.68629436111989,5.277642595720437,False
Panama Black 21-Year,Rum Nation,,43.0%,Italy,8.3,3,21.0,2024,Brown,,,,9.686294361119892,5.937913509855003,False
Spiced,Antillano,,,Mexico,2.0,3,,2024,Spiced,,,,3.386294361119891,1.7782067508072419,False
2011 Chamarel 6-Year,Velier,,,Multiple,7.7,3,6.0,2011,Brown,,,,9.08629436111989,5.541750961374263,False
Silver X 2-Year,Campesino,,40.0%,United States,5.5,3,2.0,2024,White,,,,6.886294361119891,4.089154950278219,False
2020,BocathÃ©va,,45.0%,Panama,6.5,3,,2020,Golden,,,,7.886294361119891,4.749425864412785,False
2004 Panama 13-Year,Duncan Taylor,,,United Kingdom,7.7,3,13.0,2004,Brown,,,,9.08629436111989,5.541750961374263,False
2015 Jamaica Remember,Moon Import,,,Italy,8.0,3,,2015,Brown,,,,9.38629436111989,5.7398322356146325,False
1993 Trinidad Old Caroni 22-Year,Compagnie des Indes,Pot Still,48.0%,France,8.3,3,22.0,1993,Brown,,,,9.686294361119892,5.937913509855003,False
2008 Guyana 11-Year,Rum Exchange,,,United Kingdom,8.3,3,11.0,2008,Brown,,,,9.686294361119892,5.937913509855003,False
2008 Venezuela Single Cask 12-Year,Transcontinental Rum Line,Column Still (1-4),62.0%,France,8.3,3,12.0,2008,Brown,,,,9.686294361119892,5.937913509855003,False
Dark,Club Armada,,,Australia,1.0,3,,2024,Black,,,,2.386294361119891,1.1179358366726768,False
Master Series Edition No 1 12-Year,Foursquare,Pot and Column Still,62.0%,Barbados,8.0,3,12.0,2024,Brown,,,,9.38629436111989,5.7398322356146325,False
Brut,Bavaro,,,Dominican Republic,6.7,3,,2024,Golden,,,,8.08629436111989,4.881480047239698,False
Royal Spiced,Emperor,,40.0%,Mauritius,7.3,3,,2024,Amber,Emperor Mauritian Rum Royal Spiced,Mauritius,91.79,8.68629436111989,5.277642595720437,True
ArrangÃ© Banane Vanillee,Riviere du Mat,,40.0%,Reunion,7.0,3,,2024,Flavoured,,,,8.38629436111989,5.0795613214800674,False
Spiced,Mr. Tom's Spirits,,40.0%,United States,2.5,3,,2024,Spiced,,,,3.886294361119891,2.1083422078745246,False
Rum Boat,Ironworks,,45.0%,Canada,7.3,3,,2024,Brown,,,,8.68629436111989,5.277642595720437,False
971 Rhum de Guadeloupe 3-Year,Capitaine Roger's,,40.0%,Guadeloupe,8.0,3,3.0,2024,Brown,,,,9.38629436111989,5.7398322356146325,False
Gold,Hurricane Nantucket,,40.0%,United States,7.5,3,,2024,Golden,,,,8.88629436111989,5.40969677854735,False
3-Year,Vacilon,,40.0%,Cuba,5.3,3,3.0,2024,White,,,,6.686294361119891,3.957100767451307,False
2001 16-Year,Cana de Emperador,,,Guyana,7.5,3,16.0,2001,Brown,,,,8.88629436111989,5.40969677854735,False
Hamburg Dry,Ron Elba,,40.0%,Germany,5.7,3,,2024,Golden,,,,7.086294361119891,4.221209133105133,False
IV,Skotlander,,,Denmark,6.7,3,,2024,Flavoured,,,,8.08629436111989,4.881480047239698,False
III,Skotlander,,,Denmark,5.3,3,,2024,Flavoured,,,,6.686294361119891,3.957100767451307,False
Spiced,Governor's Reserve,,,Cayman Islands,5.0,3,,2024,Spiced,,,,6.386294361119891,3.7590194932109373,False
Extra Anejo,Potosi,,40.0%,Mexico,7.7,3,,2024,Brown,,,,9.08629436111989,5.541750961374263,False
Extra Fine Caribbean,Canoubier,,40.0%,France,7.5,3,,2024,Brown,,,,8.88629436111989,5.40969677854735,False
2005 Venezuela 14-Year,Samaroli,,48.0%,United Kingdom,8.0,3,14.0,2005,Brown,,,,9.38629436111989,5.7398322356146325,False
1718 Tricentennial Blend,Old New Orleans,,,United States,4.5,3,,2024,Brown,,,,5.886294361119891,3.4288840361436552,False
2010 Panama 10-Year,Mezan,,46.0%,Multiple,8.0,3,10.0,2010,Brown,,,,9.38629436111989,5.7398322356146325,False
2003 Guyana 17-Year,S.B.S.,Pot Still,59.7%,Denmark,7.0,3,17.0,2003,Brown,,,,8.38629436111989,5.0795613214800674,False
2007 Dominican Republic Madeira Finish 13-Year,S.B.S.,,50.0%,Denmark,8.3,3,13.0,2007,Brown,,,,9.686294361119892,5.937913509855003,False
Traditional Old 10-Year,St. Aubin,,43.0%,Mauritius,6.3,3,10.0,2024,Brown,,,,7.686294361119891,4.617371681585872,False
40,Barrica,,40.0%,Venezuela,9.0,3,,2024,Brown,,,,10.38629436111989,6.400103149749198,False
La Palma Oro 28-Year,Tres Hombres,,40.0%,Multiple,8.3,3,28.0,2024,Brown,,,,9.686294361119892,5.937913509855003,False
Finest Caribbean 12-Year,Blackadder,,40.0%,Multiple,7.3,3,12.0,2024,Brown,,,,8.68629436111989,5.277642595720437,False
1998 Guadeloupe Bellevue 17-Year,Compagnie des Indes,,43.0%,France,4.7,3,17.0,1998,Brown,,,,6.086294361119891,3.560938218970568,False
Oaks & Āmes Gold,Oxenham,,43.0%,Mauritius,7.7,3,,2024,Brown,,,,9.08629436111989,5.541750961374263,False
Gold,Bocador,,40.0%,United States,1.0,3,,2024,Golden,,,,2.386294361119891,1.1179358366726768,False
Silver,Bambarra,,40.0%,Turks and Caicos Islands,4.7,3,,2024,White,,,,6.086294361119891,3.560938218970568,False
1997 Caroni 18-Year,Sansibar,,,Germany,8.0,3,18.0,1997,Brown,,,,9.38629436111989,5.7398322356146325,False
Guatemala 23-Year,Rum Nation,,40.0%,Italy,7.0,3,23.0,2024,Brown,,,,8.38629436111989,5.0795613214800674,False
Tale of Two Islands,Barrell,,,Jamaica,8.3,3,,2024,Brown,,,,9.686294361119892,5.937913509855003,False
2021 Takamaka White,Habitation Velier,Pot Still,56.0%,Italy,6.0,3,,2021,White,,,,7.386294361119891,4.419290407345502,False
2007 Select Cask 1st Edition Ltd Release 10-Year,Navy Island,Pot Still,51.2%,Jamaica,6.7,3,10.0,2007,Brown,,,,8.08629436111989,4.881480047239698,False
2007 Savanna Grand Arome,The Wild Parrot,,40.0%,Italy,9.0,3,,2007,Brown,,,,10.38629436111989,6.400103149749198,False
Simple White,Just Rum,,51.0%,United States,6.5,3,,2024,White,,,,7.886294361119891,4.749425864412785,False
2020 Jamaica NYE-WK PX Cask Matured,S.B.S.,Pot Still,58.3%,Denmark,8.3,3,,2020,Brown,,,,9.686294361119892,5.937913509855003,False
Spiced,English Spirit,,,United Kingdom,6.0,3,,2024,Spiced,,,,7.386294361119891,4.419290407345502,False
Antigua 151 Proof 2-Year,Cavalier,Column Still (1-4),75.5%,Antigua and Barbuda,7.3,3,2.0,2024,White,,,,8.68629436111989,5.277642595720437,False
Spicy,La Mauny,Column Still (1-4),32.0%,Martinique,4.0,3,,2024,Spiced,,,,5.386294361119891,3.0987485790763722,False
2015 liberation LMDW 60th Anniversary,Rhum Rhum,Pot Still,60.6%,Guadeloupe,8.3,3,,2015,Brown,,,,9.686294361119892,5.937913509855003,False
Spiced Bam Bam,Husk,,40.0%,Australia,5.5,3,,2024,Spiced,,,,6.886294361119891,4.089154950278219,False
Guyana Dark,Noble Selected,,40.0%,Sweden,6.3,3,,2024,Black,,,,7.686294361119891,4.617371681585872,False
Blended,Kill Devil (Hunter Laing),,,United Kingdom,7.7,3,,2024,Golden,,,,9.08629436111989,5.541750961374263,False
Silver,Ron Caribe,,40.0%,Mexico,3.0,3,,2024,White,,,,4.386294361119891,2.438477664941807,False
Guyanan Green Label 10-Year,Cadenhead's,,46.0%,United Kingdom,4.3,3,10.0,2024,Brown,,,,5.686294361119891,3.2968298533167415,False
2017 XO Moscatel Cask Finish,Chamarel,,45.0%,Mauritius,8.3,3,,2017,Brown,,,,9.686294361119892,5.937913509855003,False
Anniversary,Johannsen,,40.0%,Germany,5.7,3,,2024,Brown,,,,7.086294361119891,4.221209133105133,False
Mango,Bozkov,,,Czechia,5.3,3,,2024,Flavoured,,,,6.686294361119891,3.957100767451307,False
White,Carioca,,40.0%,Canada,3.3,3,,2024,White,Ron Carioca Premium,Canada,29.57,4.686294361119891,2.6365589391821764,True
Fiji 15-Year,The Rum Cask,,,Germany,8.7,3,15.0,2024,Brown,,,,10.08629436111989,6.202021875508828,False
Fijian 9-Year,Berry's,,40.0%,Multiple,5.0,3,9.0,2024,Brown,,,,6.386294361119891,3.7590194932109373,False
Gold 5-Year,Rosemullion Distillery,,40.0%,United Kingdom,7.5,3,5.0,2024,Golden,,,,8.88629436111989,5.40969677854735,False
Plata 3-Year,Cubaney,,40.0%,Dominican Republic,5.7,3,3.0,2024,White,,,,7.086294361119891,4.221209133105133,False
Anejo,Papagayo,,40.0%,United States,6.0,3,,2024,Brown,,,,7.386294361119891,4.419290407345502,False
2001 Trinidad Tdl 19-Year,Rum Artesanal,,,Multiple,9.0,3,19.0,2001,Brown,,,,10.38629436111989,6.400103149749198,False
Distillerâ€™s Reserve Spiced,Siesta Key,,,United States,6.0,3,,2024,Spiced,,,,7.386294361119891,4.419290407345502,False
Jamaican 13-Year,Berry's,,,Multiple,2.0,3,13.0,2024,Brown,,,,3.386294361119891,1.7782067508072419,False
2019 3-Year,Providence,,52.0%,Haiti,9.0,3,3.0,2019,Brown,,,,10.38629436111989,6.400103149749198,False
1999 Port Morant,Bristol Classic,,,United Kingdom,5.7,3,,1999,Brown,,,,7.086294361119891,4.221209133105133,False
CafÃ©,KalembÃº,,,Dominican Republic,3.0,3,,2024,Flavoured,,,,4.386294361119891,2.438477664941807,False
2005 Belize 14-Year,S.B.S.,,58.0%,Denmark,9.0,3,14.0,2005,Brown,,,,10.38629436111989,6.400103149749198,False
Dark Red,Rockland,,40.0%,Sri Lanka,4.3,3,,2024,Black,,,,5.686294361119891,3.2968298533167415,False
Superior Gold,El Dorado,,40.0%,Guyana,7.0,3,,2024,Golden,,,,8.38629436111989,5.0795613214800674,False
Honey 20 Red Label,Guajiro,,20.0%,Spain,7.0,3,,2024,Flavoured,,,,8.38629436111989,5.0795613214800674,False
2005 Jamaica Single Cask Pot Still WP Distillery 12-Year,The Rum Cask,Pot Still,56.6%,Germany,8.0,3,12.0,2005,Brown,,,,9.38629436111989,5.7398322356146325,False
2009 Belize Single Cask Wild Sherry Cask Finish 10-Year,Plantation,,44.1%,Multiple,7.3,3,10.0,2009,Brown,,,,8.68629436111989,5.277642595720437,False
Cuba Dominican Republic XO,1731,,40.0%,Netherlands,7.0,3,,2024,Brown,,,,8.38629436111989,5.0795613214800674,False
Premium Spiced,Treasure Island,,,Australia,4.0,3,,2024,Spiced,,,,5.386294361119891,3.0987485790763722,False
Imperial Premium Blend 40 Aniversario 20-Year,Barcelo,Column Still (5+),43.0%,Dominican Republic,9.3,3,20.0,2024,Brown,,,,10.686294361119892,6.598184423989569,False
Jamaica 15-Year,Kill Devil (Hunter Laing),,,United Kingdom,5.7,3,15.0,2024,Brown,,,,7.086294361119891,4.221209133105133,False
Dark,Ricardo,,40.0%,Bahamas,5.7,3,,2024,Black,,,,7.086294361119891,4.221209133105133,False
18-Year,Contadora,,40.0%,Panama,7.0,3,18.0,2024,Brown,,,,8.38629436111989,5.0795613214800674,False
Vanilla Ginger & Caramelised Pineapple Spiced Rum,Red Leg,,37.5%,Multiple,3.0,3,,2024,Flavoured,,,,4.386294361119891,2.438477664941807,False
Navy Style,Kill Devil (Hunter Laing),,57.0%,United Kingdom,7.7,3,,2024,Brown,,,,9.08629436111989,5.541750961374263,False
5-Year,Ron Izapa,,40.0%,Mexico,6.5,3,5.0,2024,Black,,,,7.886294361119891,4.749425864412785,False
Maison Centenaire 30-Year,Isla Grande,,40.0%,France,7.0,3,30.0,2024,Brown,,,,8.38629436111989,5.0795613214800674,False
Panama 10-Year,Berry's,,40.0%,Multiple,5.0,3,10.0,2024,Brown,,,,6.386294361119891,3.7590194932109373,False
Spiced,Bartletts,,,United States,5.7,3,,2024,Spiced,,,,7.086294361119891,4.221209133105133,False
Guyana Connoisseur's Cut 59.58%,Banks,,,United Kingdom,8.3,3,,2024,Brown,,,,9.686294361119892,5.937913509855003,False
Guyanan 14-Year,Berry's,,40.0%,Multiple,6.3,3,14.0,2024,Brown,,,,7.686294361119891,4.617371681585872,False
Amber,Soldier Valley,,40.0%,United States,2.7,3,,2024,Golden,,,,4.086294361119891,2.2403963907014375,False
Butterscotch,Bones,,,"Virgin Islands, U.S.",6.3,3,,2024,Flavoured,,,,7.686294361119891,4.617371681585872,False
Gold,Isla Ã‘,,40.0%,Argentina,5.3,3,,2024,Golden,,,,6.686294361119891,3.957100767451307,False
No. 94,Spiced Jack,,40.0%,"Virgin Islands, U.S.",3.7,3,,2024,Spiced,,,,5.086294361119891,2.9006673048360025,False
Maiden Voyage Spiced,The Kimberly Rum Company,,,Australia,7.5,3,,2024,Spiced,,,,8.88629436111989,5.40969677854735,False
Le Maki Ambre,Dzama,,40.0%,Madagascar,6.7,3,,2024,Brown,,,,8.08629436111989,4.881480047239698,False
Pot Still,Sea Wynde,,40.0%,Jamaica,4.5,3,,2024,Black,,,,5.886294361119891,3.4288840361436552,False
White,Beenleigh,,,Australia,5.7,3,,2024,White,,,,7.086294361119891,4.221209133105133,False
1998 Guadeloupe 20-Year,Silver Seal,,,Italy,7.3,3,20.0,1998,Brown,,,,8.68629436111989,5.277642595720437,False
5-Year,Gallia Belgica,,40.0%,Belgium,7.0,3,5.0,2024,Brown,,,,8.38629436111989,5.0795613214800674,False
2014 8-Year,Organic Premium Rum,Pot and Column Still,40.0%,Austria,7.3,3,8.0,2014,Golden,,,,8.68629436111989,5.277642595720437,False
2009 Master's Selection Netherlands 11-Year,Chairman's,Column Still (1-4),46.0%,Saint Lucia,7.7,3,11.0,2009,Brown,,,,9.08629436111989,5.541750961374263,False
2015 Barbados Finished 4 Months in Christian Drouin Pommeau Cask 7-Year,Plantation,Pot and Column Still,47.0%,Multiple,6.7,3,7.0,2015,Brown,,,,8.08629436111989,4.881480047239698,False
5-Year,Baoruco,,40.0%,Dominican Republic,5.0,3,5.0,2024,Golden,,,,6.386294361119891,3.7590194932109373,False
9-Year,Fair,,40.0%,Belize,7.7,3,9.0,2024,Brown,,,,9.08629436111989,5.541750961374263,False
Dove Tail,John Drew Brands,,,Nicaragua,4.5,3,,2024,Brown,,,,5.886294361119891,3.4288840361436552,False
9-Year,Dictador,,40.0%,Colombia,5.0,3,9.0,2024,Brown,,,,6.386294361119891,3.7590194932109373,False
Barbados Mackmyra Elegant 16-Year,Plantation,,40.0%,Multiple,8.0,3,16.0,2024,Brown,,,,9.38629436111989,5.7398322356146325,False
Gold,Mates,,,Netherlands,7.0,3,,2024,Golden,,,,8.38629436111989,5.0795613214800674,False
2005 Trinidad T.D.L. 13-Year,Compagnie des Indes,,,France,7.7,3,13.0,2005,Brown,,,,9.08629436111989,5.541750961374263,False
2007 Barbados 9-Year,Kill Devil (Hunter Laing),,,United Kingdom,7.7,3,9.0,2007,Brown,,,,9.08629436111989,5.541750961374263,False
1990 Gran Reserve,Concepcion,,40.0%,Nicaragua,7.7,3,,1990,Brown,,,,9.08629436111989,5.541750961374263,False
Arturo Makasare 19-Year,Corman Collins,,40.0%,Belgium,8.7,3,19.0,2024,Brown,,,,10.08629436111989,6.202021875508828,False
"Blue Label Admiralâ€™s Reserve 54,5",Pusser's,,54.5%,"Virgin Islands, British",7.0,3,,2024,Brown,,,,8.38629436111989,5.0795613214800674,False
2007 Guyana Armagnac Finish 11-Year,Compagnie des Indes,,60.0%,France,9.3,3,11.0,2007,Brown,,,,10.686294361119892,6.598184423989569,False
2011 Reserve Master's Selection RA 9-Year,Chairman's,Pot Still,59.8%,Saint Lucia,8.7,3,9.0,2011,Brown,,,,10.08629436111989,6.202021875508828,False
Expedition,StilL 630,,,United States,4.7,3,,2024,Brown,,,,6.086294361119891,3.560938218970568,False
Jack Iron,Westerhall,,,Grenada,4.3,3,,2024,Golden,,,,5.686294361119891,3.2968298533167415,False
2018 3-Year,Lord Byron,Pot Still,55.5%,Australia,8.3,3,3.0,2018,Brown,,,,9.686294361119892,5.937913509855003,False
Blanco,Baquba,,40.0%,Netherlands,5.3,3,,2024,White,,,,6.686294361119891,3.957100767451307,False
Spiced,Whaler's,,40.0%,United States,4.7,3,,2024,Spiced,,,,6.086294361119891,3.560938218970568,False
Cristalino,La Gloria,,40.0%,Mexico,4.5,3,,2024,White,,,,5.886294361119891,3.4288840361436552,False
Sec,Alta Gama,,40.0%,Guyana,4.0,3,,2024,Brown,,,,5.386294361119891,3.0987485790763722,False
ArgentÃ©,Parade,,40.0%,United States,7.0,3,,2024,White,,,,8.38629436111989,5.0795613214800674,False
2001 Solera 18-Year,Louis Santo,,40.0%,Dominican Republic,7.3,3,18.0,2001,Brown,,,,8.68629436111989,5.277642595720437,False
Double Aged,Charbay,,40.0%,United States,7.0,3,,2024,Brown,,,,8.38629436111989,5.0795613214800674,False
1993 Port Mourant,Velier,,,Multiple,9.0,3,,1993,Brown,,,,10.38629436111989,6.400103149749198,False
Golden,Papagayo,,40.0%,United States,5.7,3,,2024,Golden,,,,7.086294361119891,4.221209133105133,False
InlÃ¤nder,Mautner,,,Austria,3.0,3,,2024,Golden,,,,4.386294361119891,2.438477664941807,False
Blanc,Rosemont,,40.0%,Canada,5.0,3,,2024,White,,,,6.386294361119891,3.7590194932109373,False
The Conscious Choice 8-Year,Ron Sostenible,,40.0%,Dominican Republic,6.7,3,8.0,2024,Black,,,,8.08629436111989,4.881480047239698,False
Honeycomb And Caramel,Greedy Fox,,40.0%,United Kingdom,7.3,3,,2024,Black,,,,8.68629436111989,5.277642595720437,False
1991 Jamaica Supreme Lord VIII 25-Year,Rum Nation,,,Italy,10.0,3,25.0,1991,Brown,,,,11.38629436111989,7.0603740638837635,False
2002 Vale Royal,Bristol Classic,,40.0%,United Kingdom,5.3,3,,2002,Golden,,,,6.686294361119891,3.957100767451307,False
1981 Seleccion,Malteco,Column Still (5+),40.0%,Guatemala,9.0,3,,2024,Brown,,,,10.38629436111989,6.400103149749198,False
Arrangeâ€™ Vanilles Des ÃŽles,Arcane,,40.0%,Mauritius,6.3,3,,2024,Flavoured,,,,7.686294361119891,4.617371681585872,False
2009 Single Still Enmore 12-Year,El Dorado,Column Still (1-4),40.0%,Guyana,8.0,3,12.0,2009,Brown,,,,9.38629436111989,5.7398322356146325,False
2017 VO ex-Banyuls Brut de FÃ¼t Bny21 3-Year,Manutea,,58.7%,French Polynesia,7.0,3,3.0,2017,Brown,,,,8.38629436111989,5.0795613214800674,False
Anejo Gran Reserva 18-Year,La Cruz,,40.0%,Panama,7.7,3,18.0,2024,Golden,,,,9.08629436111989,5.541750961374263,False
2008 SC 2020 Guyana Pineau de Charentes 12-Year,Plantation,Pot Still,47.6%,Multiple,7.7,3,12.0,2008,Brown,,,,9.08629436111989,5.541750961374263,False
10-Year,Coyopa,,40.0%,Barbados,7.3,3,10.0,2024,Brown,,,,8.68629436111989,5.277642595720437,False
Coconut,Ole Nassau,,30.0%,Bahamas,5.0,3,,2024,Flavoured,,,,6.386294361119891,3.7590194932109373,False
Strawberries & Whipped Creme Swirl,Malibu,,,Canada,1.7,3,,2024,Flavoured,,,,3.0862943611198905,1.5801254765668724,False
Premium White,Labourdonnais,,40.0%,Mauritius,2.3,3,,2024,White,,,,3.6862943611198906,1.9762880250476114,False
1998 Barbados 13-Year,Berry Bros & Rudd,,,United Kingdom,6.3,3,13.0,1998,Brown,,,,7.686294361119891,4.617371681585872,False
Gold,Palo Viejo,,40.0%,Puerto Rico,5.0,3,,2024,Golden,,,,6.386294361119891,3.7590194932109373,False
Cask Aged Golden,Revolver,,,United Kingdom,5.0,3,,2024,Golden,,,,6.386294361119891,3.7590194932109373,False
2004 Karaya Guyana Versailles Cask Strength,Tamosi,,58.9%,Barbados,9.0,3,,2004,Brown,,,,10.38629436111989,6.400103149749198,False
XO 6-Year,St. Aubin,Pot Still,44.0%,Mauritius,7.7,3,6.0,2024,Brown,,,,9.08629436111989,5.541750961374263,False
18-Year,Vacilon,,40.0%,Cuba,7.3,3,18.0,2024,Brown,,,,8.68629436111989,5.277642595720437,False
Spiced,Kingston,,40.0%,Barbados,2.3,3,,2024,Spiced,,,,3.6862943611198906,1.9762880250476114,False
Single Barrel,Maggie's Farm,,,United States,7.3,3,,2024,Brown,,,,8.68629436111989,5.277642595720437,False
2023 Saw Cask Warehouse #1 5-Year,Mhoba,Pot Still,63.5%,South Africa,8.3,3,5.0,2023,White,,,,9.686294361119892,5.937913509855003,False
1995 Old Barbados,The Secret Treasures,,,Multiple,6.0,3,,1995,Brown,,,,7.386294361119891,4.419290407345502,False
3-Year,Fortin,,40.0%,Paraguay,5.7,3,3.0,2024,Golden,,,,7.086294361119891,4.221209133105133,False
2011 Brazil 2011 9-Year,S.B.S.,,,Denmark,7.5,3,9.0,2011,Brown,,,,8.88629436111989,5.40969677854735,False
Mayan Aged,Cozumel,,40.0%,Mexico,8.0,3,,2024,Brown,,,,9.38629436111989,5.7398322356146325,False
Kalani,Xtabentun,,40.0%,Mexico,7.3,3,,2024,Flavoured,,,,8.68629436111989,5.277642595720437,False
151 from Mauritius 7-Year,Tilambic,,75.5%,Martinique,6.0,3,7.0,2024,White,,,,7.386294361119891,4.419290407345502,False
Michigan Amber,New Holland,,40.0%,United States,8.5,3,,2024,Golden,,,,9.88629436111989,6.0699676926819155,False
