Name,Company,Type,Distillation,ABV,Location,Score,nRatings,Price,Aged,Distilled,bAveScore
2003 Brut de Fut 8-Year,Bielle,Agricole,Column Still (1-4),52.8%,Guadeloupe,8.3,9.0,,8.0,2003.0,6.960140601039749
Culverin 5-Year,Bombarda,Aged,,43.0%,Barbados,6.5,9.0,,5.0,,6.410080600646302
O Reizinho Portugal,That Boutique-y Rum Company,Agricole,,,United Kingdom,4.1,9.0,,,,5.6766672667883755
5-Year,Juan Santos,Gold,,40.0%,Colombia,4.9,9.0,,5.0,,5.921138378074351
Banana Cream,Blue Chair Bay,Flavored,,,Barbados,4.9,9.0,,,,5.921138378074351
Single Barrel,John Watling's,Aged,,,Bahamas,6.0,8.0,,,,6.266329182655293
Black Spiced,Riviere du Mat,Spiced,,35.0%,Reunion,7.4,8.0,,,,6.65998385510525
Old Bayan 8-Year,Tres Hombres,Aged,,,Multiple,6.9,8.0,,8.0,,6.519392900658837
Spiced,Oak & Palm,Spiced,,35.0%,United States,5.1,8.0,,,,6.01326546465175
1836 Whisky Cask Matured,Rademacher,Aged,,40.0%,Belgium,6.1,8.0,,,,6.294447373544576
Rhum ArrangÃ© CafÃ© Vanille,Isautier,Flavored,,40.0%,Reunion,4.3,8.0,,,,5.78831993753749
Davidoff Of Geneva Cigar Cask Finish,Kuna,Aged,,,Panama,8.1,8.0,,,,6.856811191330228
Ragtime 1-2 Years,HSE,Agricole,Column Still (1-4),40.0%,Martinique,6.0,8.0,,,,6.266329182655293
XO,Kirk and Sweeney,Aged,,40.0%,Dominican Republic,7.1,8.0,,,,6.575629282437402
Gold,Ragged Mountain,Gold,,40.0%,United States,5.8,8.0,,,,6.210092800876729
Vanilla 10-Year,Dzama,Flavored,Pot and Column Still,40.0%,Madagascar,5.9,8.0,,10.0,,6.238210991766011
Spiced,Trader Vics,Spiced,,,United States,3.7,8.0,,,,5.619610792201794
Black Flag,Leadslingers,Spiced,,,United States,6.2,8.0,,,,6.322565564433859
Blackstrap Dark,Royal Jamaican,Dark,,,Jamaica,6.6,8.0,,,,6.435038327990989
Single Barrel Select,Myers's,Aged,,43.0%,Jamaica,6.9,8.0,,,,6.519392900658837
15-Year,Panama-Pacific,Aged,,,Panama,7.5,8.0,,15.0,,6.688102045994532
1970 21-Year,Clement,Agricole,Column Still (1-4),44.0%,Martinique,8.4,8.0,,21.0,1970.0,6.941165763998076
Rum of the Gods,Trader Joe's,Gold,,40.0%,Barbados,4.2,8.0,,,,5.760201746648207
1990 Demerara 23-Year,Rum Nation,Aged,,40.0%,Italy,8.4,8.0,,23.0,1990.0,6.941165763998076
Falernum,World's End,Spiced,,,Belgium,6.4,8.0,,,,6.378801946212424
11-Year,Bacoo,Aged,,40.0%,Dominican Republic,6.4,8.0,,11.0,,6.378801946212424
Blend 25,Zamoya,Aged,,40.0%,Dominican Republic,5.6,8.0,,,,6.153856419098163
2010 Panama,Transcontinental Rum Line,Aged,,,France,6.6,8.0,,,2010.0,6.435038327990989
Shipwreck Coffee,Brinley Gold,Flavored,,,Saint Kitts and Nevis,7.1,8.0,,,,6.575629282437402
2019 Black Cask Barbados & Jamaica 3-Year,Plantation,Aged,,40.0%,Multiple,6.3,8.0,,3.0,2019.0,6.350683755323142
Pink,Bayou,Flavored,,40.0%,United States,4.8,8.0,,,,5.928910891983903
Dark,Big Black Dick,Dark,,,Cayman Islands,3.1,8.0,,,,5.4509016468660985
Republica Honey,Bozkov,Flavored,,35.0%,Czechia,4.8,8.0,,,,5.928910891983903
VSOP 4-Year,Saint James,Agricole,,43.0%,Martinique,6.1,8.0,,4.0,,6.294447373544576
Coconut,Aluna,Light,,,Guatemala,6.0,8.0,,,,6.266329182655293
Spiced,Heejoy,Spiced,,40.0%,France,5.2,8.0,,,,6.041383655541033
ElixÃ­r,El ClÃ¡sico,Aged,Pot and Column Still,30.0%,Trinidad and Tobago,4.0,8.0,,,,5.703965364869641
6-Year,Dzama,Aged,,,Madagascar,6.3,8.0,,6.0,,6.350683755323142
2018 Sonson,Clairin,Light,Pot Still,,Haiti,8.0,8.0,,,2018.0,6.828693000440945
Blanc 55,HSE,Agricole,Column Still (1-4),55.0%,Martinique,7.0,8.0,,,,6.547511091548119
Extra Anejo,Matusalem,Gold,,40.0%,Dominican Republic,6.8,8.0,,,,6.491274709769554
1870 Extra Anejo,Cubay,Aged,,40.0%,Cuba,8.6,8.0,,,,6.99740214577664
Spanish Caribbean XO,Rum & Cane,Aged,,40.0%,Andorra,7.3,8.0,,,,6.631865664215967
2000 Dominidad 15-Year,Compagnie des Indes,Aged,,43.0%,France,7.1,8.0,,15.0,2000.0,6.575629282437402
Premium White,Chamarel,Light,,40.0%,Mauritius,5.8,8.0,,,,6.210092800876729
1998 Single Cask 17-Year,Saint James,Agricole,Column Still (1-4),42.8%,Martinique,8.6,8.0,,17.0,1998.0,6.99740214577664
Private Stock,Prichard's,Aged,,40.0%,United States,6.8,8.0,,,,6.491274709769554
Extra Viejo Reserva Familiar,Brugal,Aged,,37.5%,Dominican Republic,5.9,8.0,,,,6.238210991766011
2008 Barbados Marsala Cask Finish,S.B.S.,Gold,,,Denmark,7.0,8.0,,,2008.0,6.547511091548119
Spiced Golden,Twin Fin,Spiced,,,United Kingdom,5.9,8.0,,,,6.238210991766011
1998,Pancho Villa,Aged,,40.0%,Dominican Republic,6.4,8.0,,,1998.0,6.378801946212424
2018 Selection Parcellaire No 9,Longueteau,Agricole,Column Still (1-4),55.0%,Guadeloupe,8.0,8.0,,,2018.0,6.828693000440945
1999 Caroni 16-Year,Rum Nation,Aged,,,Italy,8.8,8.0,,16.0,1999.0,7.053638527555206
Amber,Taildragger,Gold,,40.0%,United States,7.0,8.0,,,,6.547511091548119
20th Anniversary Blend,Old New Orleans,Aged,,,United States,7.6,8.0,,,,6.716220236883815
Anejo Oro,Botran,Gold,,40.0%,Guatemala,5.0,8.0,,,,5.985147273762467
Papa Andres,Brugal,Aged,,,Dominican Republic,8.4,8.0,,,,6.941165763998076
Demerara,Watson's,Gold,,40.0%,United Kingdom,6.3,8.0,,,,6.350683755323142
Ghost,Kraken,Light,,40.0%,Trinidad and Tobago,5.0,8.0,,,,5.985147273762467
El Alma Soul Heavenly Cask Collection,Ron Zacapa,Aged,,40.0%,Guatemala,8.1,8.0,,,,6.856811191330228
Island Tradition,Cross Keys,Aged,,40.0%,United States,5.5,8.0,,,,6.12573822820888
Spiced,Key,Spiced,,,Multiple,4.0,8.0,,,,5.703965364869641
Panama Single Cask Sauterne Oak Finish 8-Year,Plantation,Aged,,,Multiple,7.4,8.0,,8.0,,6.65998385510525
Viejo 1430,Valdespino,Aged,,,Spain,4.6,8.0,,,,5.872674510205337
Madeira,980,Agricole,,40.0%,Portugal,6.1,8.0,,,,6.294447373544576
Reserva Suprema 5 Star,Ron Del Barrilito,Aged,,,Puerto Rico,9.3,8.0,,,,7.194229482001619
Liqueur,Rum Jumbie,Flavored,,,Panama,7.4,8.0,,,,6.65998385510525
2010 Piet 10-Year,Hamburg Distilling Company,Aged,,40.0%,Germany,6.4,8.0,,10.0,2010.0,6.378801946212424
Private Cask Selection Canada LCBO Exclusive 12-Year,Foursquare,Aged,Pot and Column Still,48.0%,Barbados,8.8,8.0,,12.0,,7.053638527555206
Coco Caribe,Espero,Flavored,,40.0%,Panama,6.1,8.0,,,,6.294447373544576
Premium Coconut,Admiral Nelson's,Flavored,,,United States,3.9,8.0,,,,5.675847173980359
Special Dark,Clarkes Court,Spiced,,40.0%,Grenada,4.7,8.0,,,,5.90079270109462
VSOP 4-Year,Domaine de Severin,Agricole,Column Still (1-4),42.0%,Guadeloupe,7.3,8.0,,4.0,,6.631865664215967
2009 Single Cask Jamaica Tokaj Finish 10-Year,Plantation,Aged,,,Multiple,7.4,8.0,,10.0,2009.0,6.65998385510525
Blanc 50,Clement,Agricole,Column Still (1-4),50.0%,Martinique,5.9,8.0,,,,6.238210991766011
2018 La Digue Blanc,La Favorite,Agricole,Column Still (1-4),52.0%,Martinique,6.8,8.0,,,2018.0,6.491274709769554
12-Year,Coloma,Aged,,46.0%,Colombia,7.3,8.0,,12.0,,6.631865664215967
2006 Cask Strength 8-Year,Trois Rivieres,Agricole,Column Still (1-4),55.5%,Martinique,7.9,8.0,,8.0,2006.0,6.800574809551663
Reunion,La Maison Du Rhum,Aged,,40.0%,France,7.0,8.0,,,,6.547511091548119
12-Year,Grander,Aged,,,Panama,7.0,8.0,,12.0,,6.547511091548119
Pineau des Charentes Finish 5-Year,Plantation,Aged,,40.0%,Multiple,7.3,8.0,,5.0,,6.631865664215967
Spices,Chamarel,Spiced,,40.0%,Mauritius,5.6,8.0,,,,6.153856419098163
1998 Guadeloupe Bellevue 16-Year,Compagnie des Indes,Aged,,43.0%,France,7.9,8.0,,16.0,1998.0,6.800574809551663
JÃ¤gertee,Stroh,Dark,,40.0%,Austria,6.7,8.0,,,,6.463156518880272
5-Year,XM,Aged,,40.0%,Guyana,7.0,8.0,,5.0,,6.547511091548119
2013 Special Cask Series Oloroso Finish 6-Year,Worthy Park,Aged,Pot Still,55.0%,Jamaica,8.0,8.0,,6.0,2013.0,6.828693000440945
Dark,Propeller,Dark,,40.0%,Lithuania,4.8,8.0,,,,5.928910891983903
Superior Light,Green Island,Light,,40.0%,Mauritius,5.7,8.0,,,,6.181974609987446
Havfruen,Fano Skibsrom,Aged,,,Denmark,6.4,8.0,,,,6.378801946212424
Blanc 43,Dillon,Agricole,Column Still (1-4),43.0%,Martinique,5.0,8.0,,,,5.985147273762467
Guava,Cruzan,Flavored,,,"Virgin Islands, U.S.",6.1,8.0,,,,6.294447373544576
Holy Spirit Solera XO 15-Year,Sweden Rock,Aged,,40.0%,Sweden,6.7,8.0,,15.0,,6.463156518880272
Vieux 3-Year,Damoiseau,Agricole,Column Still (1-4),42.0%,Guadeloupe,6.1,8.0,,3.0,,6.294447373544576
PX 5-Year,Flying Dutchman,Aged,,40.0%,Netherlands,6.9,8.0,,5.0,,6.519392900658837
Orchata Cinnamon Cream,Chila,Flavored,,,Puerto Rico,6.1,8.0,,,,6.294447373544576
Reserva Superior 10-Year,Malecon,Aged,,40.0%,Panama,7.0,8.0,,10.0,,6.547511091548119
2011 Panama,Transcontinental Rum Line,Aged,,,France,6.3,8.0,,,2011.0,6.350683755323142
Old Gold Special Reserve,Cockspur,Gold,Pot and Column Still,43.0%,Barbados,7.4,8.0,,,,6.65998385510525
Spiced,Hammock Bay,Spiced,,,United States,3.4,8.0,,,,5.535256219533946
Dark,Tortuga,Dark,,40.0%,Cayman Islands,4.3,8.0,,,,5.78831993753749
Reserva Privada 21-Year,Carupano,Aged,,40.0%,Venezuela,7.8,8.0,,21.0,,6.77245661866238
Premium,The Wild Geese,Aged,,40.0%,Multiple,6.1,8.0,,,,6.294447373544576
Single Cask Blue Moka 5-Year,Clement,Agricole,Column Still (1-4),42.2%,Martinique,7.8,8.0,,5.0,,6.77245661866238
1999 Trinidad,Samaroli,Aged,,,United Kingdom,7.3,8.0,,,1999.0,6.631865664215967
2005 Belize 9-Year,S.B.S.,Aged,,46.0%,Denmark,7.5,8.0,,9.0,2005.0,6.688102045994532
Reserve,Pumpkin Face,Gold,,,Dominican Republic,6.9,8.0,,,,6.519392900658837
Caroni VSOC 10-Year,Bristol Classic,Aged,,,United Kingdom,7.9,8.0,,10.0,,6.800574809551663
KEA,Ko Hana,Light,,40.0%,United States,6.0,8.0,,,,6.266329182655293
Elixir de Miel 8-Year,Cubaney,Aged,,,Dominican Republic,6.9,8.0,,8.0,,6.519392900658837
Dark Spiced,Old J,Spiced,,40.0%,United Kingdom,5.8,8.0,,,,6.210092800876729
1996 XXXO Bottled 2017 21-Year,Ron de Jeremy,Aged,,,Panama,7.1,8.0,,21.0,1996.0,6.575629282437402
Ambre 3-Year,Bielle,Agricole,Column Still (1-4),50.0%,Guadeloupe,6.8,7.0,,3.0,,6.480028432761096
Spiced,Monkey Island,Spiced,,,Germany,5.4,7.0,,,,6.123033012655991
Falconet (Black Bottle) 8-Year,Bombarda,Aged,,43.0%,Barbados,7.1,7.0,,8.0,,6.556527451355047
Extra Anejo 12-Year,Gobernador,Aged,,40.0%,Colombia,8.0,7.0,,12.0,,6.786024507136901
Tuzemský,Kord,Gold,,40.0%,Czechia,4.0,7.0,,,,5.7660375925508855
Caramel Cream,A. H. Riise,Flavored,Pot Still,,Denmark,7.7,7.0,,,,6.70952548854295
Banana & Toffee,Bundaberg,Flavored,,40.0%,Australia,6.3,7.0,,,,6.352530068437844
12-Year,Contessa,Aged,,40.0%,India,4.0,7.0,,12.0,,5.7660375925508855
Vintage 15-Year,Don Omario's,Aged,,40.0%,Belize,7.2,7.0,,15.0,,6.582027124219698
2014 Dominican Republic 28-Year,Tres Hombres,Aged,,,Multiple,8.0,7.0,,28.0,2014.0,6.786024507136901
Eleve sous bois 1-Year,HSE,Agricole,Column Still (1-4),42.0%,Martinique,6.7,7.0,,1.0,,6.454528759896446
Project Four Vanilla Cane,Old Man Spirits,Flavored,,40.0%,Multiple,6.6,7.0,,,,6.429029087031795
Santa Maria Oloroso 14-Year,Ron Cristobal,Aged,,40.0%,Dominican Republic,8.0,7.0,,14.0,,6.786024507136901
Old Bert Jamaican Spiced,Michlers,Spiced,,40.0%,United Kingdom,5.7,7.0,,,,6.199532031249942
Pineapple Spirit Drink,Remedy,Flavored,,40.0%,Barbados,5.7,7.0,,,,6.199532031249942
Alligator Black Edition 5-Year,Karukera,Agricole,Column Still (1-4),45.0%,Guadeloupe,5.7,7.0,,5.0,,6.199532031249942
Arrangé Ananas Caramélisé,Riviere du Mat,Flavored,,40.0%,Reunion,6.3,7.0,,,,6.352530068437844
2015 Liberation Integral 8-Year,Rhum Rhum,Aged,Pot Still,58.4%,Guadeloupe,9.0,7.0,,8.0,2015.0,7.041021235783405
EMB Plummer Tropical Aging 14-Year,Monymusk,Aged,Pot Still,69.5%,Jamaica,7.6,7.0,,14.0,,6.684025815678299
2002 Fiji 18-Year,S.B.S.,Aged,Pot Still,57.0%,Denmark,8.1,7.0,,18.0,2002.0,6.811524180001551
10-Year,Los Valientes,Aged,,40.0%,Mexico,6.3,7.0,,10.0,,6.352530068437844
Spice,Bacardi,Spiced,,,Puerto Rico,4.6,7.0,,,,5.919035629738787
Gold 10-Year,Yolo,Gold,,40.0%,Panama,7.7,7.0,,10.0,,6.70952548854295
Pineapple,Tortuga,Flavored,,,Cayman Islands,5.7,7.0,,,,6.199532031249942
2010 Chamarel 4-Year,Velier,Aged,,,Multiple,7.1,7.0,,4.0,2010.0,6.556527451355047
Double Cask Cognac,Austrian Empire,Aged,,40.0%,United Kingdom,7.6,7.0,,,,6.684025815678299
21-Year,Cuba Libre El Dorado,Aged,,40.0%,Guyana,8.4,7.0,,21.0,,6.888023198595503
Panama 8-Year,Rum Nation,Aged,,40.0%,Italy,7.4,7.0,,8.0,,6.633026469948999
Blanc,Karukera,Agricole,Column Still (1-4),50.0%,Guadeloupe,7.0,7.0,,,,6.531027778490397
Special Reserve,Mount Gay,Light,,,Barbados,7.0,7.0,,,,6.531027778490397
Private Collection Chateau Pape Clement Finish,Emperor,Aged,,,Mauritius,7.7,7.0,,,,6.70952548854295
White,Wild Horse,Light,,40.0%,United States,4.9,7.0,,,,5.99553464833274
5-Year,Malteco,Gold,,40.0%,Guatemala,6.6,7.0,,5.0,,6.429029087031795
2007 Travellers 14-Year,Rum Shark,Aged,Column Still (5+),67.6%,Czechia,8.6,7.0,,14.0,2007.0,6.939022544324803
Tropical Island,Nusa Cana,Light,,40.0%,Indonesia,5.6,7.0,,,,6.174032358385291
Dark,Rosemullion Distillery,Dark,,40.0%,United Kingdom,6.8,7.0,,,,6.480028432761096
Triple 1 11-Year,Malteco,Aged,,,Guatemala,7.3,7.0,,11.0,,6.607526797084348
Coffee & Chocolate,Bundaberg,Flavored,,,Australia,6.1,7.0,,,,6.301530722708543
Classick Gold,Sergeant Classick,Gold,,40.0%,United States,7.4,7.0,,,,6.633026469948999
White,Arehucas,Light,,40.0%,Spain,4.1,7.0,,,,5.791537265415536
2015 Canne Bleue,Clement,Agricole,Column Still (1-4),50.0%,Martinique,5.7,7.0,,,2015.0,6.199532031249942
2003 Barbados Foursquare 12-Year,Compagnie des Indes,Aged,,45.0%,France,8.0,7.0,,12.0,2003.0,6.786024507136901
Island Spiced,Soggy Dollar,Spiced,,40.0%,"Virgin Islands, British",6.0,7.0,,,,6.276031049843893
Spiced,Caribana Sol,Spiced,,40.0%,Barbados,6.4,7.0,,,,6.378029741302495
1998 Grenada,Plantation,Aged,,,Multiple,7.3,7.0,,,1998.0,6.607526797084348
1998 Raw Cask Finest Guadaloupe Belvedere 17-Year,Blackadder,Aged,Column Still (1-4),57.5%,Multiple,7.4,7.0,,17.0,1998.0,6.633026469948999
Gran Reserva,Anacaona,Aged,,40.0%,Dominican Republic,5.2,7.0,,,,6.07203366692669
La CuvÃ©e Blanche,Dzama,Light,,40.0%,Madagascar,5.8,7.0,,,,6.225031704114592
8-Year,Porteno,Aged,,40.0%,Colombia,6.7,7.0,,8.0,,6.454528759896446
1986 Barbados Rockley Still,Bristol Classic,Aged,,,United Kingdom,8.0,7.0,,,1986.0,6.786024507136901
Coffee,Brinley Gold,Flavored,,,Saint Kitts and Nevis,6.1,7.0,,,,6.301530722708543
Maximus,Austrian Empire,Aged,,40.0%,United Kingdom,6.4,7.0,,,,6.378029741302495
Gold,Toz,Gold,,40.0%,Saint Lucia,6.3,7.0,,,,6.352530068437844
Sample Eleven,Kintra,Gold,,,Netherlands,7.8,7.0,,,,6.7350251614075995
Batavia Arrack White 1-Year,By The Dutch,Light,,48.0%,Indonesia,6.6,7.0,,1.0,,6.429029087031795
Tanger Cachaca,Novo Fogo,Cachaca,,40.0%,Brazil,5.5,7.0,,,,6.1485326855206415
Gold,Caribica,Flavored,,40.0%,Germany,2.7,7.0,,,,5.434541845310431
2015 Secrets de Fûts Intense 4-Year,Clement,Agricole,Column Still (1-4),41.4%,Martinique,6.3,7.0,,4.0,2015.0,6.352530068437844
Original Wild Guavaberry,Old Man Guavaberry,Flavored,,,Saint Martin,5.1,7.0,,,,6.046533994062039
1996 Caroni The Tasting Gang 23-Year,Velier,Aged,,63.5%,Multiple,9.3,7.0,,23.0,1996.0,7.1175202543773555
Spiced Hardcore Edition,Ron de Jeremy,Spiced,,,Panama,4.3,7.0,,,,5.842536611144836
15-Year,Vacilon,Aged,,40.0%,Cuba,7.7,7.0,,15.0,,6.70952548854295
White,Duppy Share,Light,,40.0%,Multiple,8.7,7.0,,,,6.964522217189454
Casa Reserva Especial,Bacardi,Aged,,40.0%,Puerto Rico,7.1,7.0,,,,6.556527451355047
2014 Selection Parcellaire No 1,Longueteau,Agricole,Column Still (1-4),55.0%,Guadeloupe,7.7,7.0,,,2014.0,6.70952548854295
1998 Caroni 18-Year,Rum Nation,Aged,,,Italy,8.3,7.0,,18.0,1998.0,6.862523525730852
Spiced,Bundaberg,Spiced,,,Australia,4.6,7.0,,,,5.919035629738787
Spanish Marie,Key West,Flavored,,40.0%,United States,5.3,7.0,,,,6.09753333979134
Black Label,Captain Morgan,Dark,,,Puerto Rico,4.7,7.0,,,,5.944535302603438
Bushfire,Mhoba,Aged,Pot Still,55.0%,South Africa,7.1,7.0,,,,6.556527451355047
Extra,Borgoe,Aged,,40.0%,Suriname,6.7,7.0,,,,6.454528759896446
1992 25-Year,El Dorado,Aged,,,Guyana,9.3,7.0,,25.0,1992.0,7.1175202543773555
Batch 001,Kyle's Club,Aged,,,Germany,2.1,7.0,,,,5.281543808122527
Pure Cane,Husk,Light,,40.0%,Australia,6.7,7.0,,,,6.454528759896446
Sevillana Cask Finish 12-Year,Don Papa,Gold,Pot and Column Still,,Philippines,5.7,7.0,,12.0,,6.199532031249942
1998 Trinidad Caroni 18-Year,Kill Devil (Hunter Laing),Aged,,,United Kingdom,8.8,7.0,,18.0,1998.0,6.990021890054104
Old Brigand 5-Year,RL Seale,Aged,Pot and Column Still,43.0%,Barbados,6.3,7.0,,5.0,,6.352530068437844
Navy Polynesian 66,Lost Spirits,Gold,,,United States,7.4,7.0,,,,6.633026469948999
Caroni Distillery Trinidad 20-Year,That Boutique-y Rum Company,Aged,,,United Kingdom,8.0,7.0,,20.0,,6.786024507136901
7-Year,Santero,Aged,,40.0%,Cuba,5.0,7.0,,7.0,,6.021034321197389
No 1,Flying Dutchman,Aged,,40.0%,Netherlands,5.8,7.0,,,,6.225031704114592
White,Bounty,Light,,40.0%,Saint Lucia,4.7,7.0,,,,5.944535302603438
Passion Fruit,Dead Man's Fingers,Flavored,,37.5%,United Kingdom,5.0,7.0,,,,6.021034321197389
Guyana Cognac Ancestral Finish 17-Year,Plantation,Aged,,,Multiple,8.7,7.0,,17.0,,6.964522217189454
Nosy-Be Amber,Dzama,Gold,,40.0%,Madagascar,7.1,7.0,,,,6.556527451355047
Pale,John Watling's,Light,,40.0%,Bahamas,4.3,7.0,,,,5.842536611144836
1981 Best of 34-Year,Dictador,Aged,,,Colombia,8.6,7.0,,34.0,1981.0,6.939022544324803
Spiced,Matugga,Spiced,,,United Kingdom,7.7,7.0,,,,6.70952548854295
Blanco Supremo,Brugal,Light,,,Dominican Republic,4.7,7.0,,,,5.944535302603438
2009 Single Cask Trinidad Duvel Beer 11-Year,Plantation,Aged,Column Still (1-4),45.3%,Multiple,7.7,7.0,,11.0,2009.0,6.70952548854295
XA Extra Anejo Guatemala,Mama Quilla,Aged,,40.0%,France,7.4,7.0,,,,6.633026469948999
Panama Elixir Coconut,Heffron,Flavored,,35.0%,Czechia,3.7,7.0,,,,5.689538573956934
4 Cask Edition 4-Year,William Hinton,Agricole,Column Still (1-4),40.0%,Portugal,6.3,7.0,,4.0,,6.352530068437844
Encrypted,Nine Leaves,Aged,,,Japan,4.9,7.0,,,,5.99553464833274
Spiced,Bozkov,Spiced,,,Czechia,2.3,7.0,,,,5.332543153851828
Rum Project Two Spiced Orange,Old Man Spirits,Flavored,,40.0%,Multiple,7.4,7.0,,,,6.633026469948999
1994 15-Year,Rhum JM,Agricole,Column Still (1-4),45.2%,Martinique,8.2,7.0,,15.0,1994.0,6.837023852866202
2008 Belize 10-Year,Mezan,Aged,,40.0%,Multiple,7.4,7.0,,10.0,2008.0,6.633026469948999
Anejo 5-Year,Tondena,Gold,,40.0%,Philippines,5.9,7.0,,5.0,,6.250531376979243
Vanilla,New Grove,Flavored,,26.0%,Mauritius,4.6,7.0,,,,5.919035629738787
2006 Cuvee Maison Blanche 10-Year,Savanna,Aged,,,Reunion,7.9,7.0,,10.0,2006.0,6.760524834272251
2016 Hampden <>H 5-Year,Habitation Velier,Aged,Pot Still,62.0%,Italy,9.1,7.0,,5.0,2016.0,7.066520908648054
21-Year,Frigate Reserve,Aged,,40.0%,Panama,9.0,7.0,,21.0,,7.041021235783405
Martinique Anniversary 12-Year,Rum Nation,Aged,,40.0%,Italy,5.4,7.0,,12.0,,6.123033012655991
Batch 1,RomDeLuxe,Aged,,,Denmark,8.7,7.0,,,,6.964522217189454
Buchsdorf 15-Year,The Rum Factory,Aged,,40.0%,Czechia,6.7,7.0,,15.0,,6.454528759896446
Pot Distilled,St. Augustine,Gold,,,United States,4.7,7.0,,,,5.944535302603438
Cuvée Privilège Pour Lulu 10-Year,La Favorite,Agricole,Column Still (1-4),45.0%,Martinique,8.1,7.0,,10.0,,6.811524180001551
Blanc 50,Montebello,Agricole,Column Still (1-4),50.0%,Guadeloupe,6.1,7.0,,,,6.301530722708543
Blanc 55,Longueteau,Agricole,Column Still (1-4),55.0%,Guadeloupe,6.5,7.0,,,,6.403529414167145
Coffee,Siesta Key,Flavored,,,United States,6.8,7.0,,,,6.480028432761096
1991 Trinidad 24-Year,Kill Devil (Hunter Laing),Aged,,,United Kingdom,7.3,7.0,,24.0,1991.0,6.607526797084348
1990 Caroni 30-Year,Rum Shark,Aged,Column Still (5+),62.9%,Czechia,8.9,7.0,,30.0,1990.0,7.015521562918755
7-Year,Starr,Aged,,40.0%,Mauritius,5.0,6.0,,7.0,,6.059634808293802
Black Smoke,Cashcane,Aged,,,United States,5.8,6.0,,,,6.241100146153838
2008 Belize Single Vintage 13-Year,Rum Shark,Aged,Column Still (1-4),69.7%,Czechia,8.8,6.0,,13.0,2008.0,6.921595163128979
2008 Special Cask Series Port Finish 10-Year,Worthy Park,Aged,Pot Still,56.0%,Jamaica,7.3,6.0,,10.0,2008.0,6.581347654641408
Cuvée Bois d'Inde,Trois Rivieres,Agricole,Column Still (1-4),42.0%,Martinique,7.8,6.0,,,,6.694763490803931
Spiced,Burning Barn,Spiced,,40.0%,United Kingdom,6.2,6.0,,,,6.331832815083858
Anejo,La Gloria,Aged,,40.0%,Mexico,6.5,6.0,,,,6.399882316781371
Barbados Gold 5-Year,Neptune,Gold,,40.0%,United Kingdom,5.4,6.0,,5.0,,6.15036747722382
2011 Barbados & Jamaica 9-Year,Plantation,Aged,,,Multiple,7.5,6.0,,9.0,2011.0,6.626713989106418
Secret Distillery #1 Jamaica 9-Year,That Boutique-y Rum Company,Aged,,,United Kingdom,6.8,6.0,,9.0,,6.467931818478885
8-Year,Marques del Valle,Aged,,40.0%,Colombia,5.7,6.0,,8.0,,6.218416978921335
Cuba,Twezo,Aged,,40.0%,Multiple,6.3,6.0,,,,6.354515982316361
Elements,Phraya,Gold,,40.0%,Thailand,6.5,6.0,,,,6.399882316781371
138,Hacienda Santa Ana,Light,,,United States,8.2,6.0,,,,6.78549615973395
Spiced,Rumson's,Spiced,,,United States,6.8,6.0,,,,6.467931818478885
1998,La Mauny,Agricole,Column Still (1-4),42.0%,Martinique,7.3,6.0,,,1998.0,6.581347654641408
2007 Panama Champagne Finish 13-Year,Plantation,Aged,,,Multiple,7.8,6.0,,13.0,2007.0,6.694763490803931
Dark 18-Year,Barracuda Cay,Aged,,40.0%,Panama,7.3,6.0,,18.0,,6.581347654641408
3-Year,Dzama,Gold,,40.0%,Madagascar,5.8,6.0,,3.0,,6.241100146153838
1991 19-Year,Damoiseau,Agricole,Column Still (1-4),54.4%,Guadeloupe,7.8,6.0,,19.0,1991.0,6.694763490803931
Spiced,Rom Rincon,Spiced,,40.0%,"Bonaire, Sint Eustatius and Saba",5.0,6.0,,,,6.059634808293802
de Lâ€™ocÃ©an,Trois Rivieres,Agricole,Column Still (1-4),54.0%,Martinique,7.3,6.0,,,,6.581347654641408
Puncheon,Forres Park,Light,,,Trinidad and Tobago,5.2,6.0,,,,6.105001142758812
Gran Reserva,Montero,Gold,,40.0%,Spain,3.7,6.0,,,,5.7647536342712415
12-Year,Frigate Reserve,Aged,,40.0%,Panama,6.8,6.0,,12.0,,6.467931818478885
Les ArrangÃ©s Mangue Passion,Damoiseau,Flavored,Column Still (1-4),30.0%,Guadeloupe,6.7,6.0,,,,6.445248651246381
Kampot Pepper,SAMAI,Flavored,,38.0%,Cambodia,7.3,6.0,,,,6.581347654641408
Banana Vanilla Cinnamon,Topper's,Flavored,,,Saint Martin,6.2,6.0,,,,6.331832815083858
Gold,Worthy Park,Gold,,40.0%,Jamaica,5.2,6.0,,,,6.105001142758812
Silver,Olo,Light,,40.0%,Brazil,4.8,6.0,,,,6.014268473828792
Coffee,Taildragger,Flavored,,30.0%,United States,6.7,6.0,,,,6.445248651246381
2005 Jamaica 10-Year,Kill Devil (Hunter Laing),Aged,,,United Kingdom,8.2,6.0,,10.0,2005.0,6.78549615973395
Silver,Tanduay,Light,,40.0%,Philippines,4.8,6.0,,,,6.014268473828792
Dark,Appleton Estate,Dark,,40.0%,Jamaica,5.3,6.0,,,,6.127684309991315
ClÃ¡sico 4-Year,Ron Plata,Gold,,40.0%,Nicaragua,3.7,6.0,,4.0,,5.7647536342712415
